Id,Sentiment,Instagram Comment Text,cleaned_text,normalized_text,final_text
52,negative,Gilaaaaa pelakor banyak bnget laki2 gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk.... Allah menguji kesetiaan dan nafsunya eh malah kaya gtu... Menyakiti istri sama sja menutup pintu rejekimu... Anak istri kau korbankan! Sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri... Smua org suka skrg benci sama dia.. M,gilaaaaa pelakor banyak bnget laki gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk allah menguji kesetiaan dan nafsunya eh malah kaya gtu menyakiti istri sama sja menutup pintu rejekimu anak istri kau korbankan sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri smua org suka skrg benci sama dia m,gilaaaaa pelakor banyak bnget laki gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk allah menguji kesetiaan dan nafsunya eh malah kaya gtu menyakiti istri sama sja menutup pintu rejekimu anak istri kau korbankan sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri smua org suka skrg benci sama dia m,gilaaaaa pelakor banyak bnget laki gatal banyak alas poligam woiii mikir pake otak haduh pikir org pintar tau agama mana baik mana buruk allah uji setia nafsu eh malah kaya gtu sakit istri sama sja tutup pintu rejekimu anak istri kau korban sbg seorg imam keluarga telah gagal mmpertahankan rmh tangga coreng nama baik nya sndiri smua org suka skrg benci sama m
53,negative,"Biasalah kalo pelakor banyak yang lbh ancur mukanya dari istri sah.. barang bagus pasti cepat laku, karena pelakor jelek nggak laku makanya ngembat laki orang.. ya udah sama2 GATEL kok.. cocok wes..  <USERNAME>",biasalah kalo pelakor banyak yang lbh ancur mukanya dari istri sah barang bagus pasti cepat laku karena pelakor jelek nggak laku makanya ngembat laki orang ya udah sama gatel kok cocok wes,biasalah kalo pelakor banyak yang lbh ancur mukanya dari istri sah barang bagus pasti cepat laku karena pelakor jelek nggak laku makanya ngembat laki orang ya udah sama gatel kok cocok wes,biasa kalo pelakor banyak lbh ancur muka istri sah barang bagus cepat laku pelakor jelek laku makanya ngembat laki orang udah sama gatel kok cocok wes
54,negative,"lama2 ilfil deh sm ni ertong. caption/ig story nya ngomongin org mlu, org kan jd ambigu nilai si a si b si c. udah gt kaya paling di zholimi, salahinnya depan lawan dong jgn ngmg di status ah. kata nya dewasa ??",lama ilfil deh sm ni ertong caption ig story nya ngomongin org mlu org kan jd ambigu nilai si a si b si c udah gt kaya paling di zholimi salahinnya depan lawan dong jgn ngmg di status ah kata nya dewasa,lama ilfil deh sm ni ertong caption ig story nya ngomongin org mlu org kan jd ambigu nilai si a si b si c udah gt kaya paling di zholimi salahinnya depan lawan dong jgn ngmg di status ah kata nya dewasa,lama ilfil deh sm ni ertong caption ig story nya ngomongin org mlu org kan jd ambigu nilai si a si b si c udah gt kaya paling zholimi salahinnya depan lawan dong jgn ngmg status ah kata nya dewasa
55,negative," <USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",ini lagi pemikiran manusia bodoh eehhh tante ibu oma empo otak lu picik bngt ya dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek stupid human,ini lagi pemikiran manusia bodoh eehhh tante ibu oma empo otak lu picik bngt ya dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek stupid human,lagi pikir manusia bodoh eehhh tante ibu oma empo otak lu picik bngt dia jga manusi biasa larang emang dunia orang larang ngungkapin unek stupid human
56,negative,"Heran deh yg ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yg munafik sok""an baik sama dese, lah apa kabar yg sering baperan sama laki orang ? Ga pada nyadar diri tuh pemujanya att, bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja"" att dan mojokin viaa. Dese juga manusia keles ahh",heran deh yg ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yg munafik sok an baik sama dese lah apa kabar yg sering baperan sama laki orang ga pada nyadar diri tuh pemujanya att bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja att dan mojokin viaa dese juga manusia keles ahh,heran deh yang ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yang munafik sok an baik sama dese lah apa kabar yang sering baperan sama laki orang tidak pada nyadar diri tuh pemujanya att bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja att dan mojokin viaa dese juga manusia keles ahh,heran deh ngatain si via baperan wajar lah dese baper udin muak sama orang munafik sok an baik sama dese lah apa kabar sering baperan sama laki orang nyadar diri tuh puja att bukan pada gotong royong buat nasehatin att malah gila buat muja att mojokin viaa dese manusia les ahh
57,negative," <USERNAME> itu yg komen via nyinyir mulu duh kyak dia gak pernah nyinyirin orang aja, mungkin lebih parah, kalo org sudah sok bener mah gitu, pdhal ini kan media sosial, hak dia dong instagram juga instagram dia, yg penting kan nyinyir gak pake ig s",itu yg komen via nyinyir mulu duh kyak dia gak pernah nyinyirin orang aja mungkin lebih parah kalo org sudah sok bener mah gitu pdhal ini kan media sosial hak dia dong instagram juga instagram dia yg penting kan nyinyir gak pake ig s,itu yang komen via nyinyir mulu duh kyak dia tidak pernah nyinyirin orang saja mungkin lebih parah kalo org sudah sok bener mah gitu pdhal ini kan media sosial hak dia dong instagram juga instagram dia yang penting kan nyinyir tidak pake ig s,yang komen via nyinyir mulu duh kyak pernah nyinyirin orang mungkin lebih parah kalo org sok bener mah gitu pdhal kan media sosial hak dong instagram instagram yang penting kan nyinyir tidak pake ig s
58,negative," <USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",ini lagi pemikiran manusia bodoh eehhh tante ibu oma empo otak lu picik bngt ya dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek stupid human,ini lagi pemikiran manusia bodoh eehhh tante ibu oma empo otak lu picik bngt ya dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek stupid human,lagi pikir manusia bodoh eehhh tante ibu oma empo otak lu picik bngt dia jga manusi biasa larang emang dunia orang larang ngungkapin unek stupid human
59,negative, <USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,bisa nya cuma ngatain org nyindir siapa netijen goblog banyakan masyako,bisa nya cuma ngatain org nyindir siapa netijen goblog banyakan masyako,nya cuma ngatain org nyindir siapa netijen goblog banyak masyako
60,negative," <USERNAME> cara didik ortunya nagita bagus, makanya amat sangat heran dg balajaer, kan nagita yah yg dirugikan sm junjunganny.. Knp dia yg dibenci, bodoh bgt asli.",cara didik ortunya nagita bagus makanya amat sangat heran dg balajaer kan nagita yah yg dirugikan sm junjunganny knp dia yg dibenci bodoh bgt asli,cara didik ortunya nagita bagus makanya amat sangat heran dg balajaer kan nagita yah yang dirugikan sm junjunganny knp dia yang dibenci bodoh banget asli,cara didik ortunya nagita bagus makanya sangat heran dg balajaer kan nagita yah rugi sm junjunganny knp yang benci bodoh banget asli
61,negative," <USERNAME> pdhl km lebih kampungan loh,pake kerudung tapi mulutnya cuihh..",pdhl km lebih kampungan loh pake kerudung tapi mulutnya cuihh,pdhl km lebih kampungan loh pake kerudung tapi mulutnya cuihh,pdhl km lebih kampung loh pake kerudung mulut cuihh
62,negative,Belajaer tuh apa ya? Hahahaha bela artis ampe sebegitunya... manusah2 begoh ????????,belajaer tuh apa ya hahahaha bela artis ampe sebegitunya manusah begoh,belajaer tuh apa ya hahahaha bela artis ampe sebegitunya manusah begoh,belajaer tuh apa hahahaha bela artis ampe begitu manusah begoh
63,negative," <USERNAME> iya banyak berarti mereka norak kampyuung, coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaaat..... jangan diliat aja coba di telaah deh, dikasih tau contoh artis yang better eh jawabannya begini ya cocok la",iya banyak berarti mereka norak kampyuung coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaaat jangan diliat aja coba di telaah deh dikasih tau contoh artis yang better eh jawabannya begini ya cocok la,iya banyak berarti mereka norak kampyuung coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaaat jangan diliat saja coba di telaah deh dikasih tau contoh artis yang better eh jawabannya begini ya cocok la,iya banyak arti norak kampyuung coba liat artis adem ayem liat isyana liat agnezmo liat mba liaaat jangan liat coba telaah deh kasih tau contoh artis better eh jawab begini cocok la
64,negative," <USERNAME> gak usah sok jadi high class mba, liat komenmu sendiri, memang semua artis itu sama, beda2 mbak, ada yg suka curhat di ig, ada yg curhat ke temen ada yg curhat ke Tuhan.... ngak usah trus mulut situ maju dulu otaknya belakangan mikirnya, yg curh",gak usah sok jadi high class mba liat komenmu sendiri memang semua artis itu sama beda mbak ada yg suka curhat di ig ada yg curhat ke temen ada yg curhat ke tuhan ngak usah trus mulut situ maju dulu otaknya belakangan mikirnya yg curh,tidak usah sok jadi high class mba liat komenmu sendiri memang semua artis itu sama beda mbak ada yang suka curhat di ig ada yang curhat ke temen ada yang curhat ke tuhan ngak usah trus mulut situ maju dulu otaknya belakangan mikirnya yang curh,usah sok jadi high class mba liat komenmu sendiri memang semua artis sama beda mbak suka curhat ig yang curhat temen yang curhat tuhan ngak usah trus mulut situ maju dulu otak belakang mikirnya yang curh
65,negative," <USERNAME> lah goblok amat, gak semua netizen yg kontra sm postingan si via ini bakajaer kali, mba/mas. Ih goblok kok dipiara. Lol",lah goblok amat gak semua netizen yg kontra sm postingan si via ini bakajaer kali mba mas ih goblok kok dipiara lol,lah goblok amat tidak semua netizen yang kontra sm postingan si via ini bakajaer kali mba mas ih goblok kok dipiara lol,lah goblok tidak semua netizen kontra sm postingan si via bakajaer kali mba mas ih goblok kok piara lol
66,negative,Ini siapa sih emg artis? Ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,ini siapa sih emg artis ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,ini siapa sih emg artis ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,siapa sih emg artis ko artis indo bukan ny ngurus prestasi malah sosmed ny begini mulu isi nya jd jatoh nya kampung
67,negative," <USERNAME> baru itu aj kn y mba, apa lagi kaya agnes mo bnyk penghargaan ny tp g kampungan beda am yg ini",baru itu aj kn y mba apa lagi kaya agnes mo bnyk penghargaan ny tp g kampungan beda am yg ini,baru itu aj kn y mba apa lagi kaya agnes mo bnyk penghargaan ny tp g kampungan beda am yang ini,baru aj kn y mba apa kaya agnes mo bnyk harga ny tp g kampung beda am ini
68,negative,Munafik bgt yg ngomong curhat di sosmed kampungan... Gua yakin elu juga kitu keleusss wkkwkww..... Mending mba via dia artis cantik bs nyanyi.. La elu pada? Lbh kampungan wkwkwkwkw!!!!,munafik bgt yg ngomong curhat di sosmed kampungan gua yakin elu juga kitu keleusss wkkwkww mending mba via dia artis cantik bs nyanyi la elu pada lbh kampungan wkwkwkwkw,munafik banget yang ngomong curhat di sosmed kampungan gua yakin elu juga kitu keleusss wkkwkww mending mba via dia artis cantik bs nyanyi la elu pada lbh kampungan wkwkwkwkw,munafik banget ngomong curhat sosmed kampung gua yakin elu kitu keleusss wkkwkww mending mba via artis cantik bs nyanyi la elu lbh kampung wkwkwkwkw
69,negative, <USERNAME>.wawan zzzzz emng ini artis ga punya tmn apa? Dikit dikit att hahaha lagi juga apa apa curhat di sosmed kampungan,wawan zzzzz emng ini artis ga punya tmn apa dikit dikit att hahaha lagi juga apa apa curhat di sosmed kampungan,wawan zzzzz emng ini artis tidak punya tmn apa dikit dikit att hahaha lagi juga apa apa curhat di sosmed kampungan,wawan zzzzz emng artis punya tmn apa dikit dikit att hahaha juga apa apa curhat sosmed kampung
70,negative,Lemes ya mulutnya. Berani lewat ststus udah gitu tulisannya sengaja biar ga kebaca takut kali di labrak. Mmmm artis masih kampungan sih ya jadi wajar lah ya ????????,lemes ya mulutnya berani lewat ststus udah gitu tulisannya sengaja biar ga kebaca takut kali di labrak mmmm artis masih kampungan sih ya jadi wajar lah ya,lemes ya mulutnya berani lewat ststus udah gitu tulisannya sengaja biar tidak kebaca takut kali di labrak mmmm artis masih kampungan sih ya jadi wajar lah ya,lemes mulut berani lewat ststus udah gitu tulis sengaja biar baca takut kali labrak mmmm artis kampung sih jadi wajar lah
71,negative, <USERNAME> main main lah ke jawa timur.. Biar ga begok!!,main main lah ke jawa timur biar ga begok,main main lah ke jawa timur biar tidak begok,main main lah jawa timur biar begok
72,negative, <USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,bisa nya cuma ngatain org nyindir siapa netijen goblog banyakan masyako,bisa nya cuma ngatain org nyindir siapa netijen goblog banyakan masyako,nya cuma ngatain org nyindir siapa netijen goblog banyak masyako
73,negative," <USERNAME> dia udah nunjukin karyanya, situ pny karya apa? Karya nyinyir hidupnya Via?? Tolol ??",dia udah nunjukin karyanya situ pny karya apa karya nyinyir hidupnya via tolol,dia udah nunjukin karyanya situ pny karya apa karya nyinyir hidupnya via tolol,udah nunjukin karya situ pny karya apa karya nyinyir hidup via tolol
74,negative," <USERNAME> siapa bilang gw fansnya Via?? Duh nantangin gw nih org... anak tolol ank alay, jablay!",siapa bilang gw fansnya via duh nantangin gw nih org anak tolol ank alay jablay,siapa bilang saya fansnya via duh nantangin saya nih org anak tolol ank alay jablay,siapa bilang fansnya via duh nantangin nih org anak tolol ank alay jablay
75,negative, <USERNAME> yutub apaan ya mba? Aplikasi baru ya? Sy taunya youtube. Mba gak tau apa ya seseorg bs dpt penghasilan besar salah satunya dr youtube loh. Mreka jg di bayar apalagi klo bnyk yg ntn video mreka. Sekolah yg bener deh mba biar pinter. Generasi muda,yutub apaan ya mba aplikasi baru ya sy taunya youtube mba gak tau apa ya seseorg bs dpt penghasilan besar salah satunya dr youtube loh mreka jg di bayar apalagi klo bnyk yg ntn video mreka sekolah yg bener deh mba biar pinter generasi muda,yutub apaan ya mba aplikasi baru ya sy taunya youtube mba tidak tau apa ya seseorg bs dpt penghasilan besar salah satunya dr youtube loh mreka jg di bayar apalagi klo bnyk yang ntn video mreka sekolah yang bener deh mba biar pinter generasi muda,yutub apa mba aplikasi baru sy tau youtube mba tau apa seseorg bs dpt hasil besar salah satu dr youtube loh mreka jg bayar klo bnyk ntn video mreka sekolah bener deh mba biar pinter generasi muda
76,negative,"gue suka gangerti deh yaa, kenapa kalo via vallen bikin status atau apalah itu disangkut pautin ama att mulu?? padahal att nya aja biasa aja.. Fansnya sih yg bikin jelek.. Orang kalo di sangkut pautin mulu jg lama-lama gerah kali..",gue suka gangerti deh yaa kenapa kalo via vallen bikin status atau apalah itu disangkut pautin ama att mulu padahal att nya aja biasa aja fansnya sih yg bikin jelek orang kalo di sangkut pautin mulu jg lama lama gerah kali,gue suka gangerti deh yaa kenapa kalo via vallen bikin status atau apalah itu disangkut pautin ama att mulu padahal att nya saja biasa saja fansnya sih yang bikin jelek orang kalo di sangkut pautin mulu jg lama lama gerah kali,gue suka gangerti deh yaa kalo via vallen bikin status apa sangkut pautin ama att mulu padahal att nya biasa fansnya sih bikin jelek orang kalo sangkut pautin mulu jg lama lama gerah kali
77,negative,Jujur aja ya ni org malah bagusan kaga oplas..ada tu foto dia sblm dn sesudah oplas..dioplas mukanya aneh...kyknya gagal oplasnya...,jujur aja ya ni org malah bagusan kaga oplas ada tu foto dia sblm dn sesudah oplas dioplas mukanya aneh kyknya gagal oplasnya,jujur saja ya ni org malah bagusan kaga oplas ada tu foto dia sblm dn sesudah oplas dioplas mukanya aneh kyknya gagal oplasnya,jujur ya ni org malah bagus kaga oplas tu foto sblm dn oplas dioplas muka aneh kyknya gagal oplasnya
